user_id,nickname,gender,avatar,desc,ip_location,follows,fans,interaction,tag_list,last_modify_ts
66b9ce3a000000001d03021e,新智元,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e32pjhhgs605plppot7e0guu1u27d0?imageView2/2/w/360/format/webp,智能+中国的资讯社交平台，重点关注人工智能、机器人、大数据、虚拟现实、量子计算、智能医疗等前沿领域发展，领航中国新智能时代。,吉林,0,6728,61721,{},1766743223340
60803df5000000000101f73b,Carton,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312telogvl4005o407nqgbtprh50mm00?imageView2/2/w/360/format/webp,"🧑🏻‍💻浙大CS本 AI小硕 🌟前竺可桢学院
📝四篇顶会一作 🥇国奖第一 竺奖提名
✨分享知识干货 学术信息 求职经验
🌐daozezhang[dot]github[dot]io",浙江,103,1352,8387,"{""location"": ""浙江杭州"", ""college"": ""浙江大学""}",1766744321561
6878f83f000000000d02d151,OverTree,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oebdve06g005q3ov0vjdkahhvaeckg?imageView2/2/w/360/format/webp,还没有简介,北京,4,42,124,{},1766744733145
6790d75f000000000e011b68,小小研究僧,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mm36n3rl8005psgqtfji6r8ll9tjp8?imageView2/2/w/360/format/webp,"本硕双非→985 博士→211 校聘副研究员🌟
专注分享：计算机科研｜保研申博｜人生规划⌚️
消除科研信息差，解锁更多干货⬇️",福建,13889,13887,85965,"{""info"": ""31岁"", ""location"": ""福建福州"", ""profession"": ""心理博主""}",1766744781037
64aa2eb4000000000a022e7f,momo,,https://sns-avatar-qc.xhscdn.com/avatar/645b6a2cad8bfdf0d350826b.jpg?imageView2/2/w/360/format/webp,"Embodied ai, MLLM, 3D vision",江苏,577,80,575,"{""location"": ""江苏南京"", ""college"": ""东南大学""}",1766746094488
6138cb610000000002022197,Arvin,男,https://sns-avatar-qc.xhscdn.com/avatar/6138cb610000000002022197.jpg?imageView2/2/w/360/format/webp,"https://yshi.info/ 
CS TTAP @ Utah State University
AIEd/CSEd
CS PhD from NCSU 
ENFJ-A （小红书唯一号）",美国,286,1052,1782,"{""info"": ""32岁"", ""location"": ""UnitedStates"", ""college"": ""北卡罗莱纳州立大学""}",1766746197527
60776dcf00000000010081be,Dereck,男,https://sns-avatar-qc.xhscdn.com/avatar/60776e2c00908e99d0e75b8b.jpg?imageView2/2/w/360/format/webp,还没有简介,广东,57,127,2424,"{""info"": null}",1766753529519
67ea0691000000000d00a0a0,论文小mo,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gcg9oedjo6g5pva0q8j9850khes19g?imageView2/2/w/360/format/webp,"读研日常分享
抽象派学术大师
点击就看我和导师斗智斗勇",甘肃,30,693,153119,{},1766753799773
67963855000000000e011c01,FJ-lsh-Linshey,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hpiq23ojs6g5psm71aji701ai5igag?imageView2/2/w/360/format/webp,THU 大二，robot learning,北京,130,138,546,{},1766754594011
66474f090000000007007aa7,Scholar42,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31lh7bd00l8605pi79s4houl7tlles4g?imageView2/2/w/360/format/webp,"你的灵感，我们来写。
Your ideas. Our AI.",辽宁,87,25,178,{},1766754644530
61acf607000000001000457e,7Hui,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ed746bpgs005odcuo3k0hbu2nbk2j0?imageView2/2/w/360/format/webp,"北大研一计算机
主页：mask-hui.github.io
（捡了一只流浪猫叫小H",广东,590,967,4744,"{""info"": ""24岁"", ""college"": ""北京大学""}",1766829737074
616d7d91000000000201e9bb,DINQ.,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pqot00k4g705obdfm8gjqdr9s4bcmo?imageView2/2/w/360/format/webp,"🌍 每日追踪全球高薪人才动态
🏢 大厂招聘风向标，助力每个打工人
🤖 DINQ一下，生成你的专属AI档案
✨ 关注我，第一时间解锁新玩法",加拿大,22,1692,14022,{},1766832518900
63ea207a00000000260066c6,野老板,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317c5l1cf3u005ova41t9gpm6kqbked0?imageView2/2/w/360/format/webp,"中科院京所硕士（毕业版）
主页有自己整理的雅思作文万能模板，关注后可以问我要pdf 
模板技巧课滴滴（好用！信我！）",北京,896,1320,8622,"{""info"": null, ""location"": ""BeijingHaidian""}",1766833779981
62f9f96b000000001501c536,模术狮,男,https://sns-avatar-qc.xhscdn.com/avatar/66221ac26e3dec0001ec20ee.jpg?imageView2/2/w/360/format/webp,"🌟已助力科研学者成功发表8000➕篇SCI
🐣定期分享论文写作干货
🌸精准匹配目标期刊|内部渠道|加急发表|
👨‍🎓大牛精细化评估|指导修改✔️
@卡夫卡的熊(科研版）",江苏,9,1606,36037,"{""info"": ""29岁""}",1766834449779
5eef14a3000000000101de30,林小一,女,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ae7euh1ng005nnf2ihgbnhg0e3v03g?imageView2/2/w/360/format/webp,"🔬AI研发领域从业者
😆段子爱好者
📑公益AI资讯，欢迎关注！",北京,278,3766,62853,"{""info"": null, ""location"": ""北京海淀"", ""profession"": ""程序员""}",1766836515952
54eebb7e2e1d933eec5e2a55,未来智能Mind,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31a3i6h5nni00401jbltnsail6do63io?imageView2/2/w/360/format/webp,"主要关注具身智能和机器人浪潮发展，偶尔看AI大模型和应用。
🔬AI技术产业领域从业者
🧱10年科技行业经验，机械自动化专业
📑欢迎宝子们关注，获取最新AI知识与资讯
商务可以发私信",北京,2027,16988,125243,"{""info"": null, ""location"": ""中国"", ""profession"": ""管理咨询""}",1766838008957
6364f5e9000000001f01ebd5,小离歌迩,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312t8bbkale5g5or4unknrqulklggj9o?imageView2/2/w/360/format/webp,是理由的大太阳🌞,陕西,103,182,779,"{""info"": null}",1766841080434
639d12b200000000270289a0,闪闪亮亮奇妙光波,,https://sns-avatar-qc.xhscdn.com/avatar/664214d081905a84ead8b920.jpg?imageView2/2/w/360/format/webp,🌟分享AI知识🌟,北京,38,357,9526,{},1766842621976
66f9897f000000001d030e90,智猩猩,,https://sns-avatar-qc.xhscdn.com/avatar/e30403a1-c151-37c0-8cbd-3b4a9c53d8fe?imageView2/2/w/360/format/webp,"🗺人工智能技术社区与服务平台

🎯聚焦GenAI、Agentic AI、具身智能与AI算力

💡分享论文资讯、公开课、大咖之声",北京,0,5244,49890,"{""location"": ""北京海淀""}",1766847243825
63d768ad000000002702bdc4,经典SCI解读,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oppb8jo1a605ound2mptfe4cadech0?imageView2/2/w/360/format/webp,"解读学术期刊，探讨科研方法和感悟。
商务合作：SCI_202403",山东,203,461,19033,{},1766850306488
62c2e8c7000000001b025f73,小Z说财经,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30uplkfc6li0g5om2t33msnrjnsneb1g?imageView2/2/w/360/format/webp,"🌟 清北做题家｜顶级美元基金打工人
🌟 大厂快讯｜大厂独角兽独家消息
🌟 研究分析｜产业链公司深度洞见",天津,129,8981,57199,"{""info"": ""白羊座"", ""location"": ""北京海淀"", ""college"": ""清华大学""}",1766950280481
6476c69c000000001c028cf4,Ziqiang,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p97ktdqic605p3moqe7537khreouq0?imageView2/2/w/360/format/webp,"双非青椒，副教授
AI Security",,3,72,303,"{""info"": ""28岁""}",1766955581933
65d9910300000000050308e1,四木相对论 AI版,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vi5glhr64005pepi41he2717mvo6j8?imageView2/2/w/360/format/webp,"AI从业+一线美元+头部大厂产研。
写给想在AI时代上桌的人。
合作/交流👉 management.4m@outlook.com
🌟@Derek_4m",上海,272,6509,64279,"{""info"": ""摩羯座""}",1766956037006
65546f5f0000000002028ac0,Aplus云组会,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31phoku39k06g5pakdtfgl2m0k0kt26o?imageView2/2/w/360/format/webp,"深度学习不仅有深度，还可以有人文的温度。
关注我们，来一起用AI的视角看看世界。

Aplus，一个本硕博汇聚 搞搞AI的组会～红薯发的偏轻松，在其他地方更新教程和观点
全平同名哟@Aplus云组会",广东,61,7649,61984,"{""college"": ""北京大学""}",1766961449292
66585da50000000003033712,我，吉他，猫，LLM,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31i0dr7k3n80g5piobmigudoisi7k25o?imageView2/2/w/360/format/webp,"Building and Learning RL at SGLang
清华大学计算机系本科毕业生
没有 Impact 的人生就像没活过一样
@AAAA清华东门手抓饼王阿姨",美国,1025,11378,73273,"{""info"": ""23岁"", ""location"": ""美国加利福尼亚州"", ""profession"": ""算法工程师"", ""college"": ""加州大学洛杉矶分校""}",1766987963939
5d39048b0000000011013b8d,MathsCode,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nl51g2k58605n9p0i5kaesdmg0hfu8?imageView2/2/w/360/format/webp,"上海交通大学/上海创智学院博士三年级在读（01年）
研究方向：高效人工智能模型训练与推理，MLSys
博士国家奖学金获得者，获4次国家奖学金
主页有广，请谨慎选择！",上海,153,1652,4325,"{""info"": ""24岁"", ""location"": ""上海闵行"", ""profession"": ""学者"", ""college"": ""上海交通大学""}",1766990794504
643e1dd8000000000d018575,焦糖,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vvbr62als005p1u3nc3b1bl7euajfo?imageView2/2/w/360/format/webp,还没有简介,,10,9,321,"{""info"": null}",1766993645322
5ffaf0f2000000000100afa6,黄威威暴瘾抱石,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cqblc5mh6005nvqu3p09bt643nttb8?imageView2/2/w/360/format/webp,"v4毕业 香蕉*6 cob*4青山*8飞猫*1
臂展180+6 72kg
阶跃星辰 hzwer
@五氧化艾琳",北京,737,3425,59144,"{""profession"": ""算法工程师"", ""college"": ""北京大学""}",1766993810020
5eca1979000000000101ea17,半闲三癫,男,https://sns-avatar-qc.xhscdn.com/avatar/5eca1979000000000101ea17.jpg?imageView2/2/w/360/format/webp,Assistant Professor @ DTU | Co-Founder of CSPaper,丹麦,420,838,2562,"{""info"": null, ""location"": ""Denmark""}",1766996306904
5fa2663000000000010068e2,Wang Rongsheng,男,https://sns-avatar-qc.xhscdn.com/avatar/6462e19395fc4c0002ec22fb.jpg?imageView2/2/w/360/format/webp,"• 小红书和其他社交媒体仅仅是我备忘录
• PhD@香港中文大学（深圳）
• 做有趣有意义的研究",广东,340,4499,27480,"{""info"": ""26岁"", ""location"": ""广东深圳"", ""profession"": ""生产工人"", ""college"": ""香港中文大学（深圳）""}",1766998667887
630d4dcb000000001902123c,YiyingZhang-GenseeAIUCSD,女,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31m5knvn9m8005ood9n5mc4hsice26io?imageView2/2/w/360/format/webp,"Founder and CEO of GenseeAI, Associate Professor at UCSD, AI practitioner, infra builder",秘鲁,37,2905,3221,"{""info"": null, ""location"": ""UnitedStates""}",1767000799246
6005bc220000000001008600,乐好了,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31abghfc5mo005o05ngh091g0t56mnu8?imageView2/2/w/360/format/webp,"卷又卷不过，躺又躺不平
有没有漂亮小姐姐出来拍照",北京,45,165,1692,"{""info"": null, ""college"": ""中国科学院大学""}",1767001165868
601d23d10000000001004bb8,杨剑飞 Prof. Mars,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30qo7jgi4gg005o0t4f8g8iton1glht0?imageView2/2/w/360/format/webp,"🇸🇬新加坡南洋理工大学 助理教授
🇺🇸 哈佛大学 访问教授
🏅福布斯 30 Under 30
🔮具身智能 | Robotics | AI
❤️@Yikipedia",山东,130,6104,4846,"{""info"": null, ""location"": ""新加坡"", ""college"": ""南洋理工大学""}",1767002875052
5cfadf2e00000000050210f6,弗兰克读博日常,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312h466ern60g5n7qrsn1c47mkfe3ua8?imageView2/2/w/360/format/webp,"📖🇺🇸CS PhD Candidate
📝记录读博日常｜科研学习｜留美九年经验分享
📷探索生活｜提升自己",美国,420,7844,63690,"{""info"": ""24岁"", ""location"": ""UnitedStates"", ""profession"": ""学者""}",1767003388255
64a61db0000000001f005dc6,科研进行中,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oco73fb586g5p563mo7one6nv18r0g?imageView2/2/w/360/format/webp,还没有简介,北京,0,26,143,{},1767004809072
65602534000000001103e555,coding小杨,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oghqc3606505pb04kq4fpals35rmf0?imageView2/2/w/360/format/webp,"📍985博士 | 多个A类会议审稿人
📍专注计算机与人工智能领域
📍提供科研辅导 & 科研背景提升 & 硕士论文
📩带研究方向私，有问必答！",天津,19,407,12504,"{""info"": ""射手座"", ""location"": ""北京海淀"", ""college"": ""清华大学""}",1767005989429
5a7a566d11be102abf70b9a4,朱政-极佳科技,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31o3psg1a6m004a1aihb6red427f5bu8?imageView2/2/w/360/format/webp,"极佳科技联合创始人，首席科学家
主导和深度参与融资超5亿
论文引用超1.7万，多个顶会AC
多次入选全球前2%顶尖科学家，最佳学生论文、CCF杰出论文、多项竞赛冠军
中科院自动化所博士，清华博士后",北京,6,2404,5251,"{""info"": null, ""location"": ""北京""}",1770040489956
5baf36b7e444a40001696184,paulpanwang,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31j5qqvhq340g4b7f2arbeoc4p4un92g?imageView2/2/w/360/format/webp,"Senior Researcher 
Homepage: paulpanwang.github.io

Open to Collaboration.",北京,201,821,1089,"{""location"": ""BeijingHaidian"", ""profession"": ""学者""}",1767009588772
65555681000000000202aa26,大厂信号,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qe5nbi37u005palaq0glah69l5bvv0?imageView2/2/w/360/format/webp,野生观察员，每天蹲行业热点,天津,2,50691,517015,{},1767011044748
5e57b0b70000000001006937,harry,男,https://sns-avatar-qc.xhscdn.com/avatar/5e57b0eb04b16b0001899c7d.jpg?imageView2/2/w/360/format/webp,一点分享，一点感悟，一点收获，一点快乐，谢谢喜欢,天津,154,32,134,"{""info"": ""29岁""}",1767012403381
6438d6e5000000000e01eacd,小号,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oe6jnn36m005p1oqrijjqmdpilms88?imageView2/2/w/360/format/webp,"NUS  AI PhD 在读｜独立开发者

AI 不只是重写科研规则，
也在重构我们理解世界的方式。",新加坡,4,415,15524,{},1767017012485
60c47bae000000000100b07e,流风回雪 Richard,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gf2o4lb3u6g5o64fen09c3ue9asbg0?imageView2/2/w/360/format/webp,"🙋‍♂️ INFJ-A |  Ex-Intern@Microsoft，RA@PKU, NUS
✍️ 个人成长 | 学习笔记 | 生活方式
🏠个人主页：jxtse.github.io",江苏,116,2957,34444,"{""info"": null, ""location"": ""江苏南京"", ""college"": ""南京大学""}",1767017907727
64867045000000001c029874,Max For AI,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30srj1g1jjs5g5p46e12n563kjvpj0mo?imageView2/2/w/360/format/webp,"这人没什么好关注的，海本休学创业
产运ing Pre某模型team、某双币VC、头部AI媒体
喜欢分享AI行业内深度insights
私信必回🫡",广东,713,38660,500862,"{""info"": ""处女座"", ""location"": ""北京海淀"", ""profession"": ""互联网运营""}",1767019654493
5921a0215e87e724f6550507,提瓦特矿工,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31860ffmb4c0049h06ug2218720mhb28?imageView2/2/w/360/format/webp,"双非本｜双非博｜某一线城市top 211🫑
已婚｜小鹏车主｜某一线城市大冤种业主
美国访问中｜私信随缘回",美国,16,89,2136,{},1767022723134
63927fc4000000001f01f002,薛天帆,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qc3a6b170605osifv27rs02vkj7nlg?imageView2/2/w/360/format/webp,"香港中文大学mmlab助理教授

喜欢计算摄影但拍照很烂
喜欢VR头显但会晕3D
喜欢写写代码但没时间码",美国,47,4466,11338,"{""profession"": ""程序员"", ""college"": ""麻省理工学院""}",1767032025771
5f4bc4fb0000000001007f88,Ironboy,男,https://sns-avatar-qc.xhscdn.com/avatar/5f4bc546f09ffd00013421c2.jpg?imageView2/2/w/360/format/webp,希君生羽翼，一化北溟鱼。,上海,28,46,660,"{""info"": null}",1767033923869
641f0e190000000011020605,刘峰 墨尔本大学,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31peaovufjk005p0v1ockc1g5978o290?imageView2/2/w/360/format/webp,"📖 机器学习爱好者 -> 分享顶会投稿经验和有趣科研方向 - NeurIPS杰出论文获得者
🏫 墨尔本大学CS助理教授 -> 带你了解澳洲科研环境
🍸 开会时探店 -> 分享好酒，好店，好生活！",日本,186,2311,4859,"{""info"": ""35岁"", ""location"": ""AustraliaVictoria"", ""profession"": ""教育博主""}",1767034012373
5e4aae7f0000000001004c81,heyarronn,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31adjudqjmm6g5nialpvg8j4158m4390?imageView2/2/w/360/format/webp,还真可以,,34,18,2179,"{""info"": null}",1767074870477
5d13776e0000000012002da9,震极八荒,男,https://sns-avatar-qc.xhscdn.com/avatar/6562c5cd5a0109680b8a0d65.jpg?imageView2/2/w/360/format/webp,精神状态异常,广东,144,53,381,"{""info"": ""28岁"", ""location"": ""北马里亚纳群岛""}",1767075020783
5fe1df21000000000101d824,江河,男,https://sns-avatar-qc.xhscdn.com/avatar/cd255d0e201935e0d852bd371f18c198.jpg?imageView2/2/w/360/format/webp,,北京,38,1162,1852,"{""info"": null, ""location"": ""北京海淀"", ""profession"": ""算法工程师"", ""college"": ""北京航空航天大学""}",1767075890405
5905662a50c4b44cd4968643,科大小青椒,女,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nov6ugjlm0049eqqbj2l1i3gcsv28g?imageView2/2/w/360/format/webp,"每天都在努力做导儿。
快乐随性的人工智能研究工作者。
Work Hard, Play Harder!",安徽,609,1114,3424,"{""info"": null, ""location"": ""AnhuiHefei""}",1767076653440
60d2dbef000000002002c1df,江雨十秋,男,https://sns-avatar-qc.xhscdn.com/avatar/60d2dbef000000002002c1df.jpg?imageView2/2/w/360/format/webp,还没有简介,广东,27,22,130,"{""info"": null}",1767079177101
557405ef67bc6521ffed95d3,一块小航鱼,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qe9bntl740040pag32uv5ejokonmio?imageView2/2/w/360/format/webp,"英国帝国理工CS PhD.
美国约翰霍普金斯信息安全Master.",北京,157,208,4440,"{""location"": ""UnitedKingdom"", ""college"": ""帝国理工学院""}",1767079224966
6801ccc3000000000d00b0b1,智东西,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hpkk3gf3o6g5q01pj1j9c5hpl1rbp0?imageView2/2/w/360/format/webp,用专业的视角和大众化的认知传播最前沿的科技和应用。,北京,8,29054,597509,"{""info"": ""25岁"", ""location"": ""北京海淀"", ""profession"": ""算法工程师""}",1767079949405
5fae7025000000000101c1ad,Cherish,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jcaqlvc36005ntee0igbgdd2qhhfdg?imageView2/2/w/360/format/webp,"Foundation of ML and AI for Science.
Associate Prof. of Machine Learning@UK Russel Univeristy.",英国,201,507,429,"{""info"": null}",1767087786921
64d55578000000000100532d,ipfipfipf,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31199r59l6g505p6lals08kpdiafa6l0?imageView2/2/w/360/format/webp,"对你好是真的很喜欢你呀～
infp | Cancer♋️ | AI Research and Life =w=/
UCSD MSDS‘ 27",美国,137,138,1498,"{""info"": ""巨蟹座"", ""location"": ""美国加利福尼亚州"", ""college"": ""加州大学圣地亚哥分校""}",1767087969484
64295bea000000001102214b,Yann,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nqv783nl2005p19bfl4c8abt8mrdj0?imageView2/2/w/360/format/webp,BUPT → ICT,北京,55,43,495,"{""info"": ""21岁"", ""location"": ""北京海淀""}",1767089569399
62442e2600000000100082ac,Jiawei Liu,男,https://sns-avatar-qc.xhscdn.com/avatar/62442e2600000000100082ac.jpg?imageView2/2/w/360/format/webp,中国科学院沈阳自动化研究所 助理研究员,辽宁,20,280,879,"{""info"": null, ""location"": ""辽宁沈阳"", ""profession"": ""学者"", ""college"": ""中国科学院大学""}",1767089857874
5eafaa490000000001007ad1,灰一会,男,https://sns-avatar-qc.xhscdn.com/avatar/cd255d0e201935e0d852bd371f18c198.jpg?imageView2/2/w/360/format/webp,AI算法研究，曾任职于华为和支付宝等大厂算法部门，致力于llm相关知识研究、落地和分享,江苏,18,124,2261,"{""info"": ""31岁""}",1767090169183
635549c3000000001802e5c1,warmsnow,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314qrm9uk0o605oql971m5pe150vaem0?imageView2/2/w/360/format/webp,"一枚nju研究生
到底如何理解我们的三维世界？",江苏,155,79,636,"{""info"": null, ""location"": ""江苏南京"", ""college"": ""南京大学""}",1767090764533
59827db36a6a69581405263a,Jin Yeying,女,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p7cgvmbi80049na47ur69hq8rsh93o?imageView2/2/w/360/format/webp,"🐧AIGC Staff Researcher
🐧青云,NUS,UESTC,Adobe
7一作，5共一，40+顶会，
招实习，📧联系
主页: https://jinyeying.github.io",新加坡,279,4628,15947,"{""info"": ""巨蟹座"", ""location"": ""新加坡"", ""profession"": ""学者"", ""college"": ""新加坡国立大学""}",1767091254703
62cd67a0000000000e00ca6b,ata,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3135cuvg0m6505omdcug3hijbkti9mco?imageView2/2/w/360/format/webp,"谢菲尔德PhD student | 人大硕| 浙大本🎓
AI4SS，计算社会科学
分享谢菲读博日常📝～",浙江,74,457,13620,"{""location"": ""英国英格兰"", ""profession"": ""学者"", ""college"": ""谢菲尔德大学""}",1767092154469
6313128c000000000f006511,Qiao Jin,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310uul6r96a005ooj2a63op8haracu60?imageView2/2/w/360/format/webp,"医学博士 | Medical AI | qiaojin.info
清本 | CMU | 协和 | 阿里 | NIH
PubMedQA & TrialGPT
K99 Awardee
@芝芝遛狗",美国,428,5676,14433,"{""info"": ""29岁"", ""location"": ""UnitedStates""}",1770038507773
655c19c300000000020355e6,紫苑,,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pfjgcau28005pas371gmlf6ae141ko?imageView2/2/w/360/format/webp,"上海交大致远学院22级本科生一枚，每日沉迷炼丹中～
个人主页见aster2024.github.io",上海,1195,338,4825,"{""location"": ""上海闵行""}",1767095427916
621fdf330000000021023e39,無纨瞳,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pjjo6274o005ogvrspocfhpqt7o2e8?imageView2/2/w/360/format/webp,"SEU 本-测控技术与仪器
SII/SEU 博-具身智能
希望能认识更多有趣的人啊",上海,156,357,1043,"{""info"": ""摩羯座"", ""location"": ""江苏南京"", ""college"": ""东南大学""}",1767096291613
62151cc70000000021026421,？,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3100cuu1h66705ogl3j3ocp111jv6lko?imageView2/2/w/360/format/webp,"🔎BE@DUT, MS@PKU, CS
🔗AIGC, 3D Vision｜ENFJ-A",广东,161,511,2247,"{""info"": null, ""college"": ""北京大学""}",1767103891174
5d81745400000000010190e3,才不是至尊宝,男,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317dkhq0e46005nc1eha0b473g57n00g?imageView2/2/w/360/format/webp,"🔹UCSD本科/ CMU 硕博
🔹务实的梦想家 / ENFJ-T

你只需要专注于非你不可的事物，然后迫不及待地，耐心地，将自己塑造成天地万物中那个不可取代的人。",美国,273,2091,9634,"{""info"": null, ""location"": ""UnitedStates"", ""profession"": ""教育博主"", ""college"": ""卡耐基梅隆大学""}",1767104314999
